prop,propLabel,count,total humans with ID,SDBM is % of total,Reviewer(s),Query,Thoughts
http://www.wikidata.org/entity/P4230,"""Sefaria ID""@en",6,6,100.00,,,
http://www.wikidata.org/entity/P1051,"""PSH ID""@en",2,2,100.00,,,
http://www.wikidata.org/entity/P9286,"""Encyclopaedia Herder concept ID""@en",1,1,100.00,,,
http://www.wikidata.org/entity/P4672,"""Early Modern Letters Online location ID""@en",1,1,100.00,,,
http://www.wikidata.org/entity/P8897,"""Reliwiki page ID""@en",1,1,100.00,,,
http://www.wikidata.org/entity/P9041,"""DiVo person ID""@en",66,86,76.74,,,
http://www.wikidata.org/entity/P8566,"""monumenta.ch ID""@en",204,272,75.00,,,
http://www.wikidata.org/entity/P10782,"""Encyclopedia of Medieval Philosophy ID""@en",157,216,72.69,,,
http://www.wikidata.org/entity/P7042,"""The Latin Library author ID""@en",174,256,67.97,,,
http://www.wikidata.org/entity/P9017,"""Medieval Manuscripts in Oxford Libraries person ID""@en",1755,2584,67.92,,,
http://www.wikidata.org/entity/P9653,"""Bod-Inc Online author ID""@en",588,929,63.29,,,
http://www.wikidata.org/entity/P3126,"""ALCUIN philosopher ID""@en",342,566,60.42,,,
http://www.wikidata.org/entity/P9039,"""Studium Parisiense ID""@en",90,151,59.60,,,
http://www.wikidata.org/entity/P9062,"""BABEL author ID""@en",370,654,56.57,,,
http://www.wikidata.org/entity/P6862,"""digilibLT author ID""@en",72,130,55.38,,,
http://www.wikidata.org/entity/P6831,"""Pinakes author ID""@en",681,1260,54.05,,,
http://www.wikidata.org/entity/P1453,"""catholic.ru ID""@en",3,6,50.00,,,
http://www.wikidata.org/entity/P9412,"""Arca author ID""@en",2,4,50.00,,,
http://www.wikidata.org/entity/P8519,"""RKD thesaurus ID""@en",1,2,50.00,,,
http://www.wikidata.org/entity/P3057,"""Charity Commission no.""@en",1,2,50.00,,,
http://www.wikidata.org/entity/P9563,"""Encyclopedia of Renaissance Philosophy ID""@en",251,556,45.14,,,
http://www.wikidata.org/entity/P4549,"""ARLIMA ID""@en",527,1216,43.34,,,
http://www.wikidata.org/entity/P7620,"""Treccani's Enciclopedia dei Papi ID""@en",45,105,42.86,,,
http://www.wikidata.org/entity/P7331,"""Letteraturaitaliana.net author ID""@en",30,70,42.86,,,
http://www.wikidata.org/entity/P9485,"""CofE archives name ID""@en",3,7,42.86,,,
http://www.wikidata.org/entity/P7038,"""Documenta Catholica Omnia author ID""@en",635,1523,41.69,,,
http://www.wikidata.org/entity/P7986,"""Mirabile author ID""@en",1498,3712,40.36,,,
http://www.wikidata.org/entity/P3293,"""BALaT object ID""@en",2,5,40.00,,,
http://www.wikidata.org/entity/P7990,"""Mirabile saint ID""@en",2,5,40.00,,,
http://www.wikidata.org/entity/P11252,"""Trismegistos author ID""@en",741,1907,38.86,,,
http://www.wikidata.org/entity/P6999,"""Musisque Deoque author ID""@en",90,237,37.97,,,
http://www.wikidata.org/entity/P7935,"""Corpus Corporum author ID""@en",797,2116,37.67,,,
http://www.wikidata.org/entity/P8975,"""Manus Online author ID""@en",79,215,36.74,,,
http://www.wikidata.org/entity/P9336,"""Das wissenschaftliche Bibellexikon im Internet ID""@en",9,25,36.00,,,
http://www.wikidata.org/entity/P8122,"""DLL Catalog author ID""@en",1064,3065,34.71,,,
http://www.wikidata.org/entity/P6934,"""Syriac Biographical Dictionary ID""@en",109,315,34.60,,,
http://www.wikidata.org/entity/P5492,"""EDIT16 catalogue author ID""@en",1129,3335,33.85,,,
http://www.wikidata.org/entity/P1256,"""Iconclass notation""@en",76,225,33.78,,,
http://www.wikidata.org/entity/P3971,"""PASE Domesday person ID""@en",1,3,33.33,,,
http://www.wikidata.org/entity/P6947,"""Goodreads series ID""@en",1,3,33.33,,,
http://www.wikidata.org/entity/P8065,"""CIRIS author ID""@en",689,2108,32.69,,,
http://www.wikidata.org/entity/P4212,"""PACTOLS thesaurus ID""@en",462,1418,32.58,,,
http://www.wikidata.org/entity/P7992,"""Poeti d'Italia in lingua latina author ID""@en",97,299,32.44,,,
http://www.wikidata.org/entity/P9000,"""World History Encyclopedia ID""@en",201,620,32.42,,,
http://www.wikidata.org/entity/P3123,"""Stanford Encyclopedia of Philosophy ID""@en",139,446,31.17,,,
http://www.wikidata.org/entity/P10536,"""RSPA ancient author ID""@en",186,603,30.85,,,
http://www.wikidata.org/entity/P9678,"""Franciscan Center of Christian Oriental Studies ID""@en",348,1156,30.10,,,
http://www.wikidata.org/entity/P8472,"""Encyclopedie berbere keyword ID""@en",3,10,30.00,,,
http://www.wikidata.org/entity/P1149,"""Library of Congress Classification""@en",122,415,29.40,,,
http://www.wikidata.org/entity/P10887,"""Base Budé person ID""@en",339,1156,29.33,,,
http://www.wikidata.org/entity/P9123,"""Catalan Vikidia ID""@en",14,49,28.57,,,
http://www.wikidata.org/entity/P7819,"""OrthodoxWiki ID (English)""@en",113,397,28.46,,,
http://www.wikidata.org/entity/P10864,"""Bibale ID""@en",1898,6778,28.00,,,
http://www.wikidata.org/entity/P9282,"""Catalogue of the Capitular Library of Verona author ID""@en",1026,3721,27.57,,,
http://www.wikidata.org/entity/P3576,"""TLG author ID""@en",550,2030,27.09,,,
http://www.wikidata.org/entity/P7041,"""Perseus author ID""@en",509,1944,26.18,,,
http://www.wikidata.org/entity/P6941,"""PHI Latin Texts author ID""@en",83,329,25.23,,,
http://www.wikidata.org/entity/P9407,"""Polignosi ID""@en",101,401,25.19,,,
http://www.wikidata.org/entity/P6296,"""bgm.tv character ID""@en",3,12,25.00,,,
http://www.wikidata.org/entity/P9278,"""Pandektis ID""@en",1,4,25.00,,,
http://www.wikidata.org/entity/P8096,"""Pinakes copyist or possessor ID""@en",1,4,25.00,,,
http://www.wikidata.org/entity/P9027,"""e-GEDSH ID""@en",1,4,25.00,,,
http://www.wikidata.org/entity/P3235,"""PhilPapers topic""@en",52,215,24.19,,,
http://www.wikidata.org/entity/P10059,"""Philosophica ID""@en",18,75,24.00,,,
http://www.wikidata.org/entity/P1014,"""Art & Architecture Thesaurus ID""@en",5,21,23.81,,,
http://www.wikidata.org/entity/P5441,"""Encyclopaedia Herder person ID""@en",148,626,23.64,,,
http://www.wikidata.org/entity/P5604,"""archINFORM keyword ID""@en",21,89,23.60,,,
http://www.wikidata.org/entity/P9983,"""Enciclopedia dei ragazzi ID""@en",4,17,23.53,,,
http://www.wikidata.org/entity/P8408,"""KBpedia ID""@en",45,199,22.61,,,
http://www.wikidata.org/entity/P1900,"""EAGLE id""@en",18,80,22.50,,,
http://www.wikidata.org/entity/P6223,"""L'Encyclopédie philosophique ID""@en",4,18,22.22,,,
http://www.wikidata.org/entity/P9850,"""Enciclopedia dell'Arte Medievale ID""@en",4,18,22.22,,,
http://www.wikidata.org/entity/P8051,"""Geschichtsquellen des deutschen Mittelalters author ID""@en",235,1066,22.05,,,
http://www.wikidata.org/entity/P7908,"""Clavis Clavium ID""@en",158,725,21.79,,,
http://www.wikidata.org/entity/P3241,"""Catholic Encyclopedia ID""@en",1176,5440,21.62,,,
http://www.wikidata.org/entity/P7039,"""National Library of Iceland ID""@en",194,903,21.48,,,
http://www.wikidata.org/entity/P6873,"""IntraText author ID""@en",291,1364,21.33,,,
http://www.wikidata.org/entity/P9106,"""Oxford Classical Dictionary ID""@en",360,1704,21.13,,,
http://www.wikidata.org/entity/P5088,"""Internet Encyclopedia of Philosophy ID""@en",62,294,21.09,,,
http://www.wikidata.org/entity/P6327,"""Goodreads character ID""@en",267,1269,21.04,,,
http://www.wikidata.org/entity/P9943,"""Hill Museum & Manuscript Library ID""@en",1043,5033,20.72,,,
http://www.wikidata.org/entity/P4389,"""Science Museum people ID""@en",19,92,20.65,,,
http://www.wikidata.org/entity/P8861,"""FINA Wiki ID""@en",201,974,20.64,,,
http://www.wikidata.org/entity/P11180,"""Central Library of Volos authority ID""@en",12,59,20.34,,,
http://www.wikidata.org/entity/P7744,"""Mille Anni di Scienza in Italia ID""@en",79,389,20.31,,,
http://www.wikidata.org/entity/P5082,"""Store medisinske leksikon ID""@en",1,5,20.00,,,
http://www.wikidata.org/entity/P932,"""PMCID""@en",1,5,20.00,,,
http://www.wikidata.org/entity/P9063,"""Base de Dados de Autores Portugueses ID""@en",1,5,20.00,,,
http://www.wikidata.org/entity/P6123,"""B3Kat dataset ID""@en",1,5,20.00,,,
http://www.wikidata.org/entity/P6564,"""Brilliant Wiki ID""@en",1,5,20.00,,,
http://www.wikidata.org/entity/P6302,"""Dictionnaire de spiritualité ID""@en",503,2518,19.98,,,
http://www.wikidata.org/entity/P5002,"""Orthodox Encyclopedia ID""@en",480,2405,19.96,,,
http://www.wikidata.org/entity/P9013,"""Encyclopedia of Saami Culture ID""@en",6,31,19.35,,,
http://www.wikidata.org/entity/P7993,"""Treccani's Dizionario di Filosofia ID""@en",365,1905,19.16,,,
http://www.wikidata.org/entity/P5648,"""AniDB character ID""@en",4,21,19.05,,,
http://www.wikidata.org/entity/P9734,"""Treccani's Enciclopedia Dantesca ID""@en",18,95,18.95,,,
http://www.wikidata.org/entity/P9975,"""Vokrug sveta article""@en",3,16,18.75,,,
http://www.wikidata.org/entity/P5613,"""Bibliothèque de la Pléiade ID""@en",121,654,18.50,,,
http://www.wikidata.org/entity/P9507,"""NBM authority ID""@en",1323,7153,18.50,,,
http://www.wikidata.org/entity/P6060,"""MoEML ID""@en",252,1367,18.43,,,
http://www.wikidata.org/entity/P8163,"""Diels-Kranz ID""@en",14,77,18.18,,,
http://www.wikidata.org/entity/P9878,"""Encyclopaedia of Islam (first edition) ID""@en",22,122,18.03,,,
http://www.wikidata.org/entity/P8944,"""Archivio dei possessori ID""@en",107,601,17.80,,,
http://www.wikidata.org/entity/P5986,"""Getty Iconography Authority ID""@en",11,62,17.74,,,
http://www.wikidata.org/entity/P863,"""InPhO ID""@en",301,1758,17.12,,,
http://www.wikidata.org/entity/P1422,"""Sandrart.net person ID""@en",613,3632,16.88,,,
http://www.wikidata.org/entity/P6583,"""Lucerna person ID""@en",27,160,16.88,,,
http://www.wikidata.org/entity/P8611,"""Portugal. Dicionário Histórico ID""@en",2,12,16.67,,,
http://www.wikidata.org/entity/P10489,"""LDT @ Library Name Authority ID""@en",1,6,16.67,,,
http://www.wikidata.org/entity/P8647,"""Library of Congress Children's Subject Headings ID""@en",1,6,16.67,,,
http://www.wikidata.org/entity/P9996,"""Chi era Costui plaque ID""@en",1,6,16.67,,,
http://www.wikidata.org/entity/P7832,"""Basque Vikidia ID""@en",10,62,16.13,,,
http://www.wikidata.org/entity/P3710,"""Jewish Encyclopedia Daat ID""@en",64,411,15.57,,,
http://www.wikidata.org/entity/P7613,"""Biblioteche dei filosofi ID""@en",50,322,15.53,,,
http://www.wikidata.org/entity/P11244,"""Databank Beschermheiligen anno 1959 ID""@en",15,100,15.00,,,
http://www.wikidata.org/entity/P6573,"""Klexikon article ID""@en",36,245,14.69,,,
http://www.wikidata.org/entity/P7829,"""English Vikidia ID""@en",24,166,14.46,,,
http://www.wikidata.org/entity/P1245,"""OmegaWiki Defined Meaning""@en",2,14,14.29,,,
http://www.wikidata.org/entity/P4625,"""Museum of Fine Arts, Boston object ID""@en",1,7,14.29,,,
http://www.wikidata.org/entity/P8080,"""Ökumenisches Heiligenlexikon ID""@en",323,2270,14.23,,,
http://www.wikidata.org/entity/P9223,"""Provenio UUID""@en",1090,7671,14.21,,,
http://www.wikidata.org/entity/P9498,"""Enzyklopädie des europäischen Ostens ID""@en",15,106,14.15,,,
http://www.wikidata.org/entity/P6058,"""Larousse ID""@en",322,2415,13.33,,,
http://www.wikidata.org/entity/P8248,"""Colon Classification""@en",26,196,13.27,,,
http://www.wikidata.org/entity/P6404,"""Treccani's Dizionario di Storia ID""@en",641,4839,13.25,,,
http://www.wikidata.org/entity/P6907,"""BVLarramendi ID""@en",113,855,13.22,,,
http://www.wikidata.org/entity/P9626,"""Biographical Encyclopedia of Astronomers ID""@en",198,1510,13.11,,,
http://www.wikidata.org/entity/P1150,"""Regensburg Classification""@en",517,3950,13.09,,,
http://www.wikidata.org/entity/P7827,"""Spanish Vikidia ID""@en",25,195,12.82,,,
http://www.wikidata.org/entity/P3021,"""Iranica ID""@en",77,603,12.77,,,
http://www.wikidata.org/entity/P1463,"""Post-Reformation Digital Library author ID""@en",445,3522,12.63,,,
http://www.wikidata.org/entity/P8941,"""The Galileo Project ID""@en",64,512,12.50,,,
http://www.wikidata.org/entity/P7846,"""Beta maṣāḥǝft ID""@en",38,305,12.46,,,
http://www.wikidata.org/entity/P9862,"""Encyclopaedia of Islam (second edition) ID""@en",38,307,12.38,,,
http://www.wikidata.org/entity/P8568,"""Jewish Virtual Library ID""@en",70,570,12.28,,,
http://www.wikidata.org/entity/P8636,"""McClintock and Strong Biblical Cyclopedia ID""@en",752,6233,12.06,,,
http://www.wikidata.org/entity/P4286,"""Nominis saint ID""@en",287,2386,12.03,,,
http://www.wikidata.org/entity/P2272,"""Hederich encyclopedia article IDTheoi""@en",2,17,11.76,,,
http://www.wikidata.org/entity/P4223,"""Treccani's Enciclopedia Italiana ID""@en",1520,12970,11.72,,,
http://www.wikidata.org/entity/P5063,"""Interlingual Index ID""@en",372,3205,11.61,,,
http://www.wikidata.org/entity/P7822,"""Italian Vikidia ID""@en",23,200,11.50,,,
http://www.wikidata.org/entity/P10799,"""Heiligen.net ID""@en",279,2427,11.50,,,
http://www.wikidata.org/entity/P8814,"""WordNet 3.1 Synset ID""@en",276,2470,11.17,,,
http://www.wikidata.org/entity/P8945,"""Museo Galileo biography ID""@en",45,403,11.17,,,
http://www.wikidata.org/entity/P7439,"""FantLab work ID""@en",1,9,11.11,,,
http://www.wikidata.org/entity/P7324,"""iHeart podcast ID""@en",1,9,11.11,,,
http://www.wikidata.org/entity/P4839,"""Wolfram Language entity code""@en",188,1716,10.96,,,
http://www.wikidata.org/entity/P2886,"""Shakeosphere person ID""@en",309,2852,10.83,,,
http://www.wikidata.org/entity/P9110,"""Le Lettere di Theodor Mommsen agli Italiani ID""@en",34,316,10.76,,,
http://www.wikidata.org/entity/P2799,"""BVMC person ID""@en",1651,15531,10.63,,,
