prop,propLabel,count,total humans with ID,SDBM is % of total,Reviewer(s),Query,Thoughts
http://www.wikidata.org/entity/P9085,"""Aracne author ID""@en",10,1810,0.55,,,
http://www.wikidata.org/entity/P5964,"""Norwegian Nationaltheatret actor ID""@en",6,1087,0.55,,,
http://www.wikidata.org/entity/P6715,"""SIUSA archive producer person ID""@en",13,2356,0.55,,,
http://www.wikidata.org/entity/P5570,"""NooSFere author ID""@en",35,6384,0.55,,,
http://www.wikidata.org/entity/P10018,"""George Eastman Museum people ID""@en",27,4946,0.55,,,
http://www.wikidata.org/entity/P2385,"""French diocesan architects ID""@en",2,368,0.54,,,
http://www.wikidata.org/entity/P998,"""Curlie ID""@en",2,368,0.54,,,
http://www.wikidata.org/entity/P691,"""NKCR AUT ID""@en",3282,606913,0.54,,,
http://www.wikidata.org/entity/P6200,"""BBC News topic ID""@en",1,185,0.54,,,
http://www.wikidata.org/entity/P7058,"""BNRM ID""@en",1,185,0.54,,,
http://www.wikidata.org/entity/P349,"""NDL Authority ID""@en",625,115692,0.54,,,
http://www.wikidata.org/entity/P213,"""ISNI""@en",7641,1415657,0.54,,,
http://www.wikidata.org/entity/P7212,"""LyricsTranslate ID""@en",97,17987,0.54,,,
http://www.wikidata.org/entity/P9807,"""SNK ID""@en",91,16905,0.54,,,
http://www.wikidata.org/entity/P10387,"""Databazeknih.cz author ID""@en",7,1304,0.54,,,
http://www.wikidata.org/entity/P2941,"""Munk's Roll ID""@en",30,5610,0.53,,,
http://www.wikidata.org/entity/P3794,"""Dictionary of Sydney ID""@en",6,1122,0.53,,,
http://www.wikidata.org/entity/P7859,"""WorldCat Identities ID""@en",8623,1626294,0.53,,,
http://www.wikidata.org/entity/P9152,"""CollectieGelderland creator ID""@en",127,23977,0.53,,,
http://www.wikidata.org/entity/P3956,"""National Academy of Medicine (France) member ID""@en",13,2480,0.52,,,
http://www.wikidata.org/entity/P1617,"""BBC Things ID""@en",2,384,0.52,,,
http://www.wikidata.org/entity/P9113,"""Patrinum ID""@en",17,3296,0.52,,,
http://www.wikidata.org/entity/P11152,"""Léonore Web ID""@en",117,22819,0.51,,,
http://www.wikidata.org/entity/P640,"""Léonore ID""@en",117,22850,0.51,,,
http://www.wikidata.org/entity/P6844,"""abART person ID""@en",365,71579,0.51,,,
http://www.wikidata.org/entity/P2741,"""Tate artist ID""@en",21,4167,0.50,,,
http://www.wikidata.org/entity/P6283,"""MNopedia ID""@en",1,199,0.50,,,
http://www.wikidata.org/entity/P4193,"""Familypedia person ID""@en",3,599,0.50,,,
http://www.wikidata.org/entity/P9631,"""armradioarchive.am person ID""@en",3,599,0.50,,,
http://www.wikidata.org/entity/P10469,"""HaBima Archive person ID""@en",6,1216,0.49,,,
http://www.wikidata.org/entity/P10405,"""Biographisches Portal der Rabbiner ID""@en",5,1021,0.49,,,
http://www.wikidata.org/entity/P8914,"""ZOBODAT person ID""@en",45,9279,0.48,,,
http://www.wikidata.org/entity/P5951,"""ComiXology creator ID""@en",11,2276,0.48,,,
http://www.wikidata.org/entity/P8581,"""Hrvatski biografski leksikon ID""@en",15,3115,0.48,,,
http://www.wikidata.org/entity/P7574,"""Swedish Royal Theater Archive""@en",12,2492,0.48,,,
http://www.wikidata.org/entity/P5415,"""Whonamedit? doctor ID""@en",9,1887,0.48,,,
http://www.wikidata.org/entity/P10518,"""ICCROM authority ID""@en",4,844,0.47,,,
http://www.wikidata.org/entity/P8290,"""Archivio Storico Ricordi person ID""@en",52,11022,0.47,,,
http://www.wikidata.org/entity/P270,"""CALIS ID""@en",13,2779,0.47,,,
http://www.wikidata.org/entity/P6325,"""Critique d'art ID""@en",3,642,0.47,,,
http://www.wikidata.org/entity/P1367,"""Art UK artist ID""@en",113,24289,0.47,,,
http://www.wikidata.org/entity/P9871,"""INAPP author ID""@en",4,866,0.46,,,
http://www.wikidata.org/entity/P4399,"""Itaú Cultural ID""@en",25,5439,0.46,,,
http://www.wikidata.org/entity/P9054,"""National Historic People ID""@en",3,655,0.46,,,
http://www.wikidata.org/entity/P3409,"""Catalogus Professorum Lipsiensis ID""@en",8,1750,0.46,,,
http://www.wikidata.org/entity/P5034,"""National Library of Korea ID""@en",322,70736,0.46,,,
http://www.wikidata.org/entity/P6752,"""RGALI ID""@en",1,221,0.45,,,
http://www.wikidata.org/entity/P2889,"""FamilySearch person ID""@en",76,16850,0.45,,,
http://www.wikidata.org/entity/P2732,"""Persée author ID""@en",192,42959,0.45,,,
http://www.wikidata.org/entity/P2862,"""Catalogus Professorum Academiae Rheno-Traiectinae ID""@en",6,1352,0.44,,,
http://www.wikidata.org/entity/P2843,"""Benezit ID""@en",284,65056,0.44,,,
http://www.wikidata.org/entity/P2600,"""Geni.com profile ID""@en",1622,372562,0.44,,,
http://www.wikidata.org/entity/P214,"""VIAF ID""@en",11563,2673814,0.43,,,
http://www.wikidata.org/entity/P7934,"""Irish playography person ID""@en",1,232,0.43,,,
http://www.wikidata.org/entity/P8748,"""Rheinland-Pfälzische Personendatenbank ID""@en",48,11137,0.43,,,
http://www.wikidata.org/entity/P243,"""OCLC control number""@en",2,467,0.43,,,
http://www.wikidata.org/entity/P2536,"""Sandbox-External identifier""@en",4,935,0.43,,,
http://www.wikidata.org/entity/P4621,"""Württembergische Kirchengeschichte person ID""@en",3,703,0.43,,,
http://www.wikidata.org/entity/P4255,"""Banglapedia ID (English)""@en",2,476,0.42,,,
http://www.wikidata.org/entity/P2592,"""Québec cultural heritage directory people identifier""@en",3,721,0.42,,,
http://www.wikidata.org/entity/P5645,"""Académie française award winner ID""@en",12,2894,0.41,,,
http://www.wikidata.org/entity/P10780,"""Radio France person ID""@en",3,724,0.41,,,
http://www.wikidata.org/entity/P646,"""Freebase ID""@en",5751,1388591,0.41,,,
http://www.wikidata.org/entity/P5357,"""The Encyclopedia of Science Fiction ID""@en",38,9191,0.41,,,
http://www.wikidata.org/entity/P9682,"""Gutenberg Biographics ID""@en",3,731,0.41,,,
http://www.wikidata.org/entity/P3421,"""Belvedere artist ID""@en",7,1713,0.41,,,
http://www.wikidata.org/entity/P2944,"""Plarr ID""@en",8,1969,0.41,,,
http://www.wikidata.org/entity/P2963,"""Goodreads author ID""@en",95,23462,0.40,,,
http://www.wikidata.org/entity/P6414,"""DIZIE ID""@en",2,500,0.40,,,
http://www.wikidata.org/entity/P2005,"""Catalogus Professorum Halensis ID""@en",5,1260,0.40,,,
http://www.wikidata.org/entity/P1187,"""Dharma Drum Institute of Liberal Arts person ID""@en",10,2528,0.40,,,
http://www.wikidata.org/entity/P2380,"""French Sculpture Census artist ID""@en",3,764,0.39,,,
http://www.wikidata.org/entity/P5301,"""France Culture person ID""@en",2,515,0.39,,,
http://www.wikidata.org/entity/P6578,"""MutualArt artist ID""@en",122,31644,0.39,,,
http://www.wikidata.org/entity/P5374,"""Académie des sciences d'outre-mer member ID""@en",3,779,0.39,,,
http://www.wikidata.org/entity/P3363,"""Tennis Hall of Fame player ID""@en",1,261,0.38,,,
http://www.wikidata.org/entity/P6698,"""Japan Search name ID""@en",60,15725,0.38,,,
http://www.wikidata.org/entity/P9965,"""Musik-Sammler.de artist ID""@en",45,11822,0.38,,,
http://www.wikidata.org/entity/P3368,"""Prabook ID""@en",1791,471774,0.38,,,
http://www.wikidata.org/entity/P3997,"""Bait La Zemer Ha-Ivri artist ID""@en",23,6067,0.38,,,
http://www.wikidata.org/entity/P9129,"""Data Collection of the Hungarian Peerage ID""@en",9,2395,0.38,,,
http://www.wikidata.org/entity/P6677,"""OpenEdition Books author ID""@en",8,2134,0.37,,,
http://www.wikidata.org/entity/P8098,"""Biographical Dictionary of Architects in Canada 1800-1950 ID""@en",2,534,0.37,,,
http://www.wikidata.org/entity/P7298,"""Auckland Museum ID""@en",1,268,0.37,,,
http://www.wikidata.org/entity/P2940,"""Catalogus Professorum Rostochiensium ID""@en",5,1345,0.37,,,
http://www.wikidata.org/entity/P6582,"""Dutch Instrument Makers ID""@en",4,1085,0.37,,,
http://www.wikidata.org/entity/P1741,"""GTAA ID""@en",147,40057,0.37,,,
http://www.wikidata.org/entity/P7704,"""Europeana entity""@en",570,155842,0.37,,,
http://www.wikidata.org/entity/P1225,"""U.S. National Archives Identifier""@en",48,13151,0.36,,,
http://www.wikidata.org/entity/P6815,"""University of Amsterdam Album Academicum ID""@en",11,3031,0.36,,,
http://www.wikidata.org/entity/P7682,"""National Library of New Zealand ID""@en",1,281,0.36,,,
http://www.wikidata.org/entity/P8999,"""Lexikon zum Literatur- und Kulturbetrieb im Österreich der Zwischenkriegszeit ID""@en",1,281,0.36,,,
http://www.wikidata.org/entity/P2861,"""Leidse Hoogleraren ID""@en",9,2555,0.35,,,
http://www.wikidata.org/entity/P8385,"""IDU person ID""@en",68,19359,0.35,,,
http://www.wikidata.org/entity/P9792,"""Alsharek Archive author ID""@en",1,288,0.35,,,
http://www.wikidata.org/entity/P2273,"""HAdW member ID""@en",3,876,0.34,,,
http://www.wikidata.org/entity/P5719,"""National Medal of Arts winner ID""@en",1,293,0.34,,,
http://www.wikidata.org/entity/P6240,"""MMLO ID""@en",6,1766,0.34,,,
http://www.wikidata.org/entity/P1385,"""Enciclopédia Açoriana ID""@en",1,296,0.34,,,
http://www.wikidata.org/entity/P1788,"""DVN ID""@en",7,2117,0.33,,,
http://www.wikidata.org/entity/P4326,"""BFI Filmography person ID""@en",2,606,0.33,,,
http://www.wikidata.org/entity/P9627,"""Romanistenlexikon ID""@en",2,607,0.33,,,
http://www.wikidata.org/entity/P4927,"""Invaluable.com person ID""@en",180,54903,0.33,,,
http://www.wikidata.org/entity/P1048,"""NCL ID""@en",4,1232,0.32,,,
http://www.wikidata.org/entity/P1651,"""YouTube video ID""@en",4,1232,0.32,,,
http://www.wikidata.org/entity/P4008,"""Early Aviators people ID""@en",2,620,0.32,,,
http://www.wikidata.org/entity/P5459,"""RHE doctor ID""@en",8,2483,0.32,,,
http://www.wikidata.org/entity/P10299,"""Leopoldina member ID (new)""@en",7,2178,0.32,,,
http://www.wikidata.org/entity/P9625,"""Dizionario Biografico dell'Educazione (1800–2000) ID""@en",4,1270,0.31,,,
http://www.wikidata.org/entity/P3933,"""Cinema.de ID""@en",3,955,0.31,,,
http://www.wikidata.org/entity/P2194,"""PSS-archi architect ID""@en",5,1593,0.31,,,
http://www.wikidata.org/entity/P9786,"""Joods Biografisch Woordenboek ID""@en",4,1292,0.31,,,
http://www.wikidata.org/entity/P8974,"""SAPA ID""@en",43,13970,0.31,,,
http://www.wikidata.org/entity/P9455,"""Biographia Benedictina ID""@en",2,652,0.31,,,
http://www.wikidata.org/entity/P4772,"""compArt person ID""@en",1,328,0.30,,,
http://www.wikidata.org/entity/P7594,"""CinePT person ID""@en",1,333,0.30,,,
http://www.wikidata.org/entity/P2180,"""Kansallisbiografia ID""@en",18,6107,0.29,,,
http://www.wikidata.org/entity/P3404,"""The Vogue List ID""@en",1,341,0.29,,,
http://www.wikidata.org/entity/P8341,"""Dansk Biografisk Leksikon ID""@en",27,9262,0.29,,,
http://www.wikidata.org/entity/P3670,"""Tennis Archives player ID""@en",1,344,0.29,,,
http://www.wikidata.org/entity/P6917,"""Historical Archives of the European Union ID""@en",1,344,0.29,,,
http://www.wikidata.org/entity/P3341,"""Kvikmyndir person ID""@en",2,691,0.29,,,
http://www.wikidata.org/entity/P3217,"""Dictionary of Swedish National Biography ID""@en",22,7616,0.29,,,
http://www.wikidata.org/entity/P10069,"""Tabakalera ID""@en",35,12143,0.29,,,
http://www.wikidata.org/entity/P4228,"""Encyclopedia of Australian Science ID""@en",10,3485,0.29,,,
http://www.wikidata.org/entity/P7491,"""Austrian Parliament 1848–1918 ID""@en",10,3505,0.29,,,
http://www.wikidata.org/entity/P7140,"""München Wiki article ID""@en",2,701,0.29,,,
http://www.wikidata.org/entity/P5887,"""Arkivportalen agent ID""@en",1,351,0.28,,,
http://www.wikidata.org/entity/P9070,"""Internet Encyclopedia of Ukraine ID""@en",1,353,0.28,,,
http://www.wikidata.org/entity/P6091,"""MGG Online ID""@en",1,357,0.28,,,
http://www.wikidata.org/entity/P8292,"""AusStage person ID""@en",4,1434,0.28,,,
http://www.wikidata.org/entity/P5745,"""Pacific Coast Architecture Database person ID""@en",3,1077,0.28,,,
http://www.wikidata.org/entity/P9352,"""Portrait Archive ID""@en",13,4679,0.28,,,
http://www.wikidata.org/entity/P3782,"""Artnet artist ID""@en",236,85596,0.28,,,
http://www.wikidata.org/entity/P745,"""Low German Bibliography and Biography ID""@en",2,731,0.27,,,
http://www.wikidata.org/entity/P9853,"""Australian Medical Pioneers Index ID""@en",1,367,0.27,,,
http://www.wikidata.org/entity/P7691,"""The Oregon Encyclopedia ID""@en",1,367,0.27,,,
http://www.wikidata.org/entity/P9307,"""Fancyclopedia 3 ID""@en",3,1129,0.27,,,
http://www.wikidata.org/entity/P4759,"""Luminous-Lint ID""@en",12,4521,0.27,,,
http://www.wikidata.org/entity/P2753,"""Dictionary of Canadian Biography ID""@en",14,5312,0.26,,,
http://www.wikidata.org/entity/P2016,"""Catalogus Professorum Academiae Groninganae ID""@en",4,1518,0.26,,,
http://www.wikidata.org/entity/P9160,"""Biographical Dictionary of the Czech Lands ID""@en",99,37998,0.26,,,
http://www.wikidata.org/entity/P11194,"""Famous Birthdays ID""@en",20,7761,0.26,,,
http://www.wikidata.org/entity/P4862,"""Amazon author ID""@en",18,6990,0.26,,,
http://www.wikidata.org/entity/P9322,"""SVKKL authority ID""@en",41,16010,0.26,,,
http://www.wikidata.org/entity/P8985,"""Dizionario bio-bibliografico dei bibliotecari italiani del XX secolo ID""@en",2,782,0.26,,,
http://www.wikidata.org/entity/P4432,"""AKL Online artist ID""@en",188,73617,0.26,,,
http://www.wikidata.org/entity/P2268,"""Musée d'Orsay artist ID""@en",68,26669,0.25,,,
http://www.wikidata.org/entity/P8130,"""Internetowy Polski Słownik Biograficzny ID""@en",27,10593,0.25,,,
http://www.wikidata.org/entity/P8309,"""Yle topic ID""@en",7,2759,0.25,,,
http://www.wikidata.org/entity/P8653,"""Museen Dresden article ID""@en",3,1192,0.25,,,
http://www.wikidata.org/entity/P2581,"""BabelNet ID""@en",13,5181,0.25,,,
http://www.wikidata.org/entity/P10168,"""Zürich Herbaria collector ID""@en",6,2400,0.25,,,
http://www.wikidata.org/entity/P6851,"""Biographical Dictionary of Iowa ID""@en",1,401,0.25,,,
http://www.wikidata.org/entity/P10404,"""LMHL author ID""@en",6,2424,0.25,,,
http://www.wikidata.org/entity/P6262,"""Fandom article ID""@en",35,14169,0.25,,,
http://www.wikidata.org/entity/P3074,"""Grace's Guide ID""@en",23,9315,0.25,,,
http://www.wikidata.org/entity/P10189,"""Bloomsbury Fashion Central ID""@en",1,406,0.25,,,
http://www.wikidata.org/entity/P5488,"""artist-info curator ID""@en",1,412,0.24,,,
http://www.wikidata.org/entity/P1362,"""Theaterlexikon der Schweiz ID""@en",4,1656,0.24,,,
http://www.wikidata.org/entity/P9036,"""I professori dell'Università di Pavia (1859-1961) ID""@en",1,416,0.24,,,
http://www.wikidata.org/entity/P4474,"""International Boxing Hall of Fame boxer ID""@en",1,416,0.24,,,
http://www.wikidata.org/entity/P6817,"""SVT Play ID""@en",4,1665,0.24,,,
http://www.wikidata.org/entity/P9020,"""AV Production person ID""@en",10,4187,0.24,,,
http://www.wikidata.org/entity/P5882,"""Muziekweb performer ID""@en",154,64493,0.24,,,
http://www.wikidata.org/entity/P8821,"""Memorial Book University of Vienna ID""@en",1,421,0.24,,,
http://www.wikidata.org/entity/P10298,"""Sceneweb artist ID""@en",4,1689,0.24,,,
http://www.wikidata.org/entity/P10265,"""Senators of Spain (1834-1923) ID""@en",4,1702,0.24,,,
http://www.wikidata.org/entity/P10307,"""CYT/CCS""@en",2,862,0.23,,,
http://www.wikidata.org/entity/P8998,"""Magyar életrajzi lexikon ID""@en",30,12938,0.23,,,
http://www.wikidata.org/entity/P4939,"""BFMTV.com director ID""@en",1,432,0.23,,,
http://www.wikidata.org/entity/P4890,"""EPHE ID""@en",1,435,0.23,,,
http://www.wikidata.org/entity/P4534,"""EUTA person ID""@en",6,2612,0.23,,,
http://www.wikidata.org/entity/P7837,"""Nederlands Fotomuseum photographer ID""@en",3,1313,0.23,,,
http://www.wikidata.org/entity/P7695,"""e-WV: The West Virginia Encyclopedia ID""@en",1,438,0.23,,,
http://www.wikidata.org/entity/P8462,"""Political Graveyard politician ID""@en",42,18566,0.23,,,
http://www.wikidata.org/entity/P1276,"""Dictionnaire du Jura ID""@en",1,443,0.23,,,
http://www.wikidata.org/entity/P1795,"""Smithsonian American Art Museum person/institution ID""@en",19,8460,0.22,,,
http://www.wikidata.org/entity/P1045,"""Sycomore ID""@en",39,17473,0.22,,,
http://www.wikidata.org/entity/P434,"""MusicBrainz artist ID""@en",444,199202,0.22,,,
http://www.wikidata.org/entity/P1808,"""senat.fr ID""@en",11,4989,0.22,,,
http://www.wikidata.org/entity/P9324,"""BiographySampo person ID""@en",13,5929,0.22,,,
http://www.wikidata.org/entity/P3807,"""S2A3 Biographical Database ID""@en",2,922,0.22,,,
http://www.wikidata.org/entity/P4590,"""Atomic Heritage Foundation ID""@en",1,467,0.21,,,
http://www.wikidata.org/entity/P6520,"""Lokalhistoriewiki.no ID""@en",8,3739,0.21,,,
http://www.wikidata.org/entity/P4789,"""Who's Who UK ID""@en",57,26689,0.21,,,
http://www.wikidata.org/entity/P6362,"""Litchfield Ledger ID""@en",2,937,0.21,,,
http://www.wikidata.org/entity/P3954,"""Italian Senate ID""@en",5,2362,0.21,,,
http://www.wikidata.org/entity/P1953,"""Discogs artist ID""@en",371,175895,0.21,,,
http://www.wikidata.org/entity/P7941,"""Biografisch Woordenboek van Nederland: 1880-2000 ID""@en",4,1897,0.21,,,
http://www.wikidata.org/entity/P6156,"""MNAV artist ID""@en",2,954,0.21,,,
http://www.wikidata.org/entity/P8024,"""Nobel Laureate API ID""@en",2,954,0.21,,,
http://www.wikidata.org/entity/P9511,"""am.hayazg.info ID""@en",7,3369,0.21,,,
http://www.wikidata.org/entity/P7445,"""Basis Wien person ID""@en",7,3383,0.21,,,
http://www.wikidata.org/entity/P1907,"""Australian Dictionary of Biography ID""@en",28,13591,0.21,,,
http://www.wikidata.org/entity/P5430,"""Poetry International Web poet ID""@en",2,972,0.21,,,
http://www.wikidata.org/entity/P4757,"""Songwriters Hall of Fame ID""@en",1,494,0.20,,,
http://www.wikidata.org/entity/P2174,"""Museum of Modern Art artist ID""@en",31,15404,0.20,,,
http://www.wikidata.org/entity/P5340,"""American Film Institute person ID""@en",8,4022,0.20,,,
http://www.wikidata.org/entity/P10881,"""Kieler Gelehrtenverzeichnis ID""@en",2,1007,0.20,,,
http://www.wikidata.org/entity/P4248,"""The Black Book ID""@en",1,505,0.20,,,
http://www.wikidata.org/entity/P1220,"""Internet Broadway Database person ID""@en",44,22257,0.20,,,
http://www.wikidata.org/entity/P10085,"""biografiA ID""@en",8,4072,0.20,,,
http://www.wikidata.org/entity/P2399,"""British Council artist ID""@en",2,1021,0.20,,,
http://www.wikidata.org/entity/P5489,"""artist-info artist ID""@en",31,15840,0.20,,,
http://www.wikidata.org/entity/P5421,"""Trading Card Database person ID""@en",112,57617,0.19,,,
http://www.wikidata.org/entity/P5080,"""Norsk biografisk leksikon ID""@en",11,5688,0.19,,,
http://www.wikidata.org/entity/P3691,"""International Swimming Hall of Fame honoree ID""@en",1,535,0.19,,,
http://www.wikidata.org/entity/P10428,"""parliament.uk member ID""@en",9,4821,0.19,,,
http://www.wikidata.org/entity/P5287,"""Songfacts artist ID""@en",1,536,0.19,,,
http://www.wikidata.org/entity/P5491,"""BD Gest' author ID""@en",21,11281,0.19,,,
http://www.wikidata.org/entity/P6750,"""CineChile filmmaker ID""@en",2,1087,0.18,,,
http://www.wikidata.org/entity/P7509,"""Estonian biographical database ID""@en",2,1095,0.18,,,
http://www.wikidata.org/entity/P6213,"""UK Parliament identifier""@en",9,4929,0.18,,,
http://www.wikidata.org/entity/P2450,"""Encyclopædia Britannica contributor ID""@en",6,3324,0.18,,,
http://www.wikidata.org/entity/P8728,"""Nachlässe in Austria ID""@en",6,3356,0.18,,,
http://www.wikidata.org/entity/P5654,"""France Musique person ID""@en",1,562,0.18,,,
http://www.wikidata.org/entity/P1749,"""Parlement.com ID""@en",11,6266,0.18,,,
http://www.wikidata.org/entity/P4638,"""The Peerage person ID""@en",1254,718489,0.17,,,
http://www.wikidata.org/entity/P5714,"""Tor.com author ID""@en",2,1159,0.17,,,
http://www.wikidata.org/entity/P1607,"""Dialnet author ID""@en",32,18575,0.17,,,
http://www.wikidata.org/entity/P9299,"""OsobnostiRegionu.cz ID""@en",2,1162,0.17,,,
http://www.wikidata.org/entity/P5324,"""Swedish National Archive Reference Code""@en",1,581,0.17,,,
http://www.wikidata.org/entity/P4515,"""Prisma ID""@en",3,1748,0.17,,,
http://www.wikidata.org/entity/P8336,"""MNBAQ artist ID""@en",7,4086,0.17,,,
http://www.wikidata.org/entity/P7944,"""DoME artist ID""@en",16,9349,0.17,,,
http://www.wikidata.org/entity/P8523,"""Présence Compositrices composer ID""@en",3,1754,0.17,,,
http://www.wikidata.org/entity/P6194,"""Austrian Biographical Encylopedia ID""@en",35,20773,0.17,,,
http://www.wikidata.org/entity/P3413,"""Leopoldina member ID (superseded)""@en",10,5993,0.17,,,
http://www.wikidata.org/entity/P4206,"""FOIH person ID""@en",2,1199,0.17,,,
http://www.wikidata.org/entity/P8578,"""TracesOfWar person ID""@en",5,3001,0.17,,,
http://www.wikidata.org/entity/P3475,"""SANU member ID""@en",2,1213,0.16,,,
http://www.wikidata.org/entity/P5395,"""Canadian Encyclopedia article ID""@en",7,4265,0.16,,,
http://www.wikidata.org/entity/P4657,"""The Numbers person ID""@en",8,4888,0.16,,,
http://www.wikidata.org/entity/P8613,"""Regesta Ecclesiastica Salisburgensia ID""@en",4,2499,0.16,,,
http://www.wikidata.org/entity/P1707,"""DAAO ID""@en",3,1889,0.16,,,
http://www.wikidata.org/entity/P9159,"""People Australia ID""@en",29,18314,0.16,,,
http://www.wikidata.org/entity/P8572,"""Spanish Artists from the Fourth to the Twentieth Century ID""@en",8,5088,0.16,,,
http://www.wikidata.org/entity/P9710,"""Lexikon Westfälischer Autorinnen und Autoren person ID""@en",3,1925,0.16,,,
http://www.wikidata.org/entity/P1254,"""Slovenska biografija ID""@en",12,7906,0.15,,,
http://www.wikidata.org/entity/P8418,"""Oberwolfach mathematician ID""@en",2,1326,0.15,,,
http://www.wikidata.org/entity/P1650,"""BBF ID""@en",1,664,0.15,,,
http://www.wikidata.org/entity/P6284,"""NCpedia ID""@en",3,1997,0.15,,,
http://www.wikidata.org/entity/P6264,"""Harvard Index of Botanists ID""@en",50,33291,0.15,,,
http://www.wikidata.org/entity/P10928,"""Archivio della ceramica person ID""@en",1,669,0.15,,,
http://www.wikidata.org/entity/P3980,"""Unifrance person ID""@en",10,6890,0.15,,,
http://www.wikidata.org/entity/P2750,"""Photographers’ Identities Catalog ID""@en",32,22186,0.14,,,
http://www.wikidata.org/entity/P781,"""SIKART ID""@en",14,9799,0.14,,,
http://www.wikidata.org/entity/P4819,"""Swedish Portrait Archive ID""@en",12,8473,0.14,,,
http://www.wikidata.org/entity/P5408,"""Fantastic Fiction author ID""@en",5,3533,0.14,,,
http://www.wikidata.org/entity/P4903,"""New Georgia Encyclopedia ID""@en",1,712,0.14,,,
http://www.wikidata.org/entity/P6366,"""Microsoft Academic ID""@en",4,2849,0.14,,,
http://www.wikidata.org/entity/P5419,"""NYRB contributor ID""@en",2,1481,0.14,,,
http://www.wikidata.org/entity/P6944,"""Bionomia ID""@en",15,11267,0.13,,,
http://www.wikidata.org/entity/P9842,"""MART catalog person ID""@en",1,769,0.13,,,
http://www.wikidata.org/entity/P4527,"""UK Parliament thesaurus ID""@en",5,3850,0.13,,,
http://www.wikidata.org/entity/P2745,"""Dictionary of New Zealand Biography ID""@en",4,3099,0.13,,,
http://www.wikidata.org/entity/P3913,"""MobyGames developer ID""@en",2,1563,0.13,,,
http://www.wikidata.org/entity/P4524,"""Survey of Scottish Witchcraft - Person ID""@en",3,2370,0.13,,,
http://www.wikidata.org/entity/P8143,"""SAR ancestor ID""@en",3,2389,0.13,,,
http://www.wikidata.org/entity/P3899,"""Medium username""@en",1,802,0.12,,,
http://www.wikidata.org/entity/P1157,"""US Congress Bio ID""@en",16,12882,0.12,,,
http://www.wikidata.org/entity/P8116,"""Encyclopedia of Brno History person ID""@en",8,6538,0.12,,,
http://www.wikidata.org/entity/P5380,"""National Academy of Sciences member ID""@en",5,4103,0.12,,,
http://www.wikidata.org/entity/P3204,"""Ciné-Ressources person ID""@en",2,1684,0.12,,,
http://www.wikidata.org/entity/P9415,"""ÖCV Biolex ID""@en",1,856,0.12,,,
http://www.wikidata.org/entity/P5329,"""ARMB member ID""@en",1,862,0.12,,,
http://www.wikidata.org/entity/P6988,"""Hungarian National Namespace person ID""@en",10,8708,0.11,,,
http://www.wikidata.org/entity/P10925,"""Galleria Recta artist ID""@en",6,5228,0.11,,,
http://www.wikidata.org/entity/P7947,"""WeChangEd ID""@en",2,1749,0.11,,,
http://www.wikidata.org/entity/P10351,"""Turin University student ID""@en",1,887,0.11,,,
http://www.wikidata.org/entity/P2722,"""Deezer artist ID""@en",17,15112,0.11,,,
http://www.wikidata.org/entity/P6926,"""Nederlandse Top 40 artist ID""@en",1,910,0.11,,,
http://www.wikidata.org/entity/P7831,"""NMVW ID""@en",8,7287,0.11,,,
http://www.wikidata.org/entity/P9245,"""Labour Australia ID""@en",1,914,0.11,,,
http://www.wikidata.org/entity/P4026,"""Cullum number""@en",4,3700,0.11,,,
http://www.wikidata.org/entity/P3411,"""Saxon Academy of Sciences member ID""@en",1,928,0.11,,,
http://www.wikidata.org/entity/P5068,"""Flanders Arts Institute person ID""@en",29,27744,0.10,,,
http://www.wikidata.org/entity/P4854,"""Uppslagsverket Finland ID""@en",6,5763,0.10,,,
http://www.wikidata.org/entity/P7939,"""Dansk kvindebiografisk leksikon ID""@en",2,1923,0.10,,,
http://www.wikidata.org/entity/P1286,"""Munzinger Pop ID""@en",1,963,0.10,,,
http://www.wikidata.org/entity/P3159,"""UGentMemorialis professor ID""@en",2,1954,0.10,,,
http://www.wikidata.org/entity/P3453,"""IPI base code""@en",1,980,0.10,,,
http://www.wikidata.org/entity/P6199,"""member of the Portuguese parliament ID""@en",1,990,0.10,,,
http://www.wikidata.org/entity/P9044,"""GEPRIS Historisch person ID""@en",11,10894,0.10,,,
http://www.wikidata.org/entity/P4906,"""Bargeton ID""@en",2,1986,0.10,,,
http://www.wikidata.org/entity/P4690,"""Oireachtas member ID""@en",2,1990,0.10,,,
http://www.wikidata.org/entity/P1284,"""Munzinger person ID""@en",31,30978,0.10,,,
http://www.wikidata.org/entity/P8793,"""Quirinale ID""@en",3,3031,0.10,,,
http://www.wikidata.org/entity/P1615,"""CLARA-ID""@en",7,7099,0.10,,,
http://www.wikidata.org/entity/P6723,"""BlackPast.org ID""@en",3,3053,0.10,,,
http://www.wikidata.org/entity/P9033,"""Archivo Histórico de diputados de España ID""@en",5,5107,0.10,,,
http://www.wikidata.org/entity/P4963,"""Svenskt kvinnobiografiskt lexikon ID""@en",2,2057,0.10,,,
http://www.wikidata.org/entity/P8575,"""Encyclopaedia of Architects, Vienna 1770–1945 ID""@en",1,1035,0.10,,,
http://www.wikidata.org/entity/P1712,"""Metacritic ID""@en",3,3115,0.10,,,
http://www.wikidata.org/entity/P3106,"""Guardian topic ID""@en",1,1039,0.10,,,
http://www.wikidata.org/entity/P9541,"""MacArthur Fellows Program ID""@en",2,2106,0.09,,,
